Make,Model,Body Type,Year,Engine Type,Engine Size,Transmission,Drive Type,Mileage,Condition,Gas Equipment,Steering Wheel,Cleared Customs,Color,Wheel Size,Headlights,Interior Color,Interior Material,Sunroof,Comfort,y
Nissan,Altima,Sedan,2022,Gasoline,2.5 L,Automatic,Front Wheel Drive,"18,000 km",Car is not damaged,,Left,Yes,Gray,R17,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, cruise control, tinted windows","$20,000"
Opel,Astra,Hatchback,1998,Gasoline,1.6 L,Manual,Front Wheel Drive,"243,000 km",Installed,,Left,Yes,Green,R15,Хenon Headlights,Black,Textile,Regular Sunroof,"Air conditioner, tinted windows","$4,200"
Mercedes-Benz,ML,SUV / Crossover,2006,Gasoline,5.0 L,Automatic,All Wheel Drive,"210,000 km",Car is not damaged,Installed,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,No,"Air conditioner, heated seats, cruise control, tinted windows","$11,200"
Nissan,Tiida,Hatchback,2009,Gasoline,1.8 L,Automatic,Front Wheel Drive,"152,000 km",Car is not damaged,Installed,Right,No,Gray,R15,LED Headlights,Black,Other,Regular Sunroof,,"$3,200"
Citroen,Berlingo,Minivan,2006,Diesel,2.0 L,Manual,All Wheel Drive,"100,000 km",Car is not damaged,,Left,Yes,White,R14,Halogen Headlights,Black,Textile,No,Air conditioner,"2,150,000 ֏"
Mazda,3,Sedan,2020,Gasoline,2.5 L,Automatic,Front Wheel Drive,9700 km,Car is not damaged,,Left,Yes,Blue,R18,LED Headlights,Black,Leather,No,,"$25,600"
Toyota,Corolla,Sedan,2011,Gasoline,1.6 L,Automatic,Front Wheel Drive,"220,000 km",Car is not damaged,Installed,Left,Yes,Black,R16,LED Headlights,Black,Textile,No,,"$11,900"
BMW,3 Series,Sedan,2007,Gasoline,2.8 L,Automatic,All Wheel Drive,"338,000 km",Car is not damaged,Installed,Left,Yes,Black,R17,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control","$9,200"
Jeep,Grand Cherokee,SUV / Crossover,2000,Gasoline,4.7 L,Automatic,All Wheel Drive,"210,000 km",Car is not damaged,Installed,Left,Yes,Gray,R17,Хenon Headlights,Black,Leather,Regular Sunroof,,"$6,000"
Opel,Astra,Hatchback,2001,Gasoline,1.6 L,Manual,Front Wheel Drive,"320,000 km",Car is not damaged,Installed,Left,Yes,Silver,R15,Хenon Headlights,Gray,Textile,No,Air conditioner,"$5,000"
Nissan,Kicks,SUV / Crossover,2019,Gasoline,1.6 L,Automatic,Front Wheel Drive,"28,000 km",Car is not damaged,,Left,Yes,White,R17,LED Headlights,Black,Textile,No,"Air conditioner, cruise control","$16,900"
BMW,3 Series,Sedan,2004,Gasoline,1.8 L,Manual,Rear Wheel Drive,"240,000 km",Car is not damaged,,Left,Yes,Blue,R17,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, cruise control, tinted windows","$6,000"
Nissan,Rogue,SUV / Crossover,2020,Gasoline,2.5 L,Automatic,All Wheel Drive,"84,000 miles",Car is not damaged,,Left,Yes,Gray,R17,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, ventilated seats, cruise control, tinted windows","$18,888"
Chevrolet,Cruze,Sedan,2017,Gasoline,1.4 L,Automatic,Front Wheel Drive,"71,000 km",Car is not damaged,,Left,Yes,Silver,R17,LED Headlights,Gray,Textile,No,"Air conditioner, heated seats, cruise control, tinted windows","$13,000"
Opel,Astra,Sedan,1999,Gasoline,1.6 L,Manual,Front Wheel Drive,"370,000 km",Car is not damaged,Installed,Left,Yes,Red,R15,LED Headlights,Gray,Textile,No,"Air conditioner, tinted windows","$5,200"
Mercedes-Benz,S-Class,Sedan,2006,Gasoline,3.5 L,Automatic,Rear Wheel Drive,"149,000 km",Car is not damaged,,Left,Yes,Silver,R18,Хenon Headlights,Black,Leather,Regular Sunroof,Air conditioner,"$13,500"
Honda,e:NS1,SUV / Crossover,2023,Electric,Automatic,Front Wheel Drive,10 km,Car is not damaged,Left,,Left,White,R18,Хenon Headlights,Black,Black,Alcantara,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","11,000,000 ֏"
Honda,Elysion,Minivan,2005,Gasoline,2.4 L,Automatic,Front Wheel Drive,"245,000 km",Car is not damaged,Installed,Left,Yes,Silver,R16,Хenon Headlights,Gray,Alcantara,No,"Air conditioner, tinted windows","$11,000"
VAZ (Lada),2121 (4x4),SUV / Crossover,2020,Gasoline,1.7 L,Manual,All Wheel Drive,"33,000 km",Car is not damaged,,Left,Yes,Black,R17,LED Headlights,Black,Textile,No,"Air conditioner, heated seats","$10,700"
Honda,Ridgeline,Pickup,2007,Gasoline,3.5 L,Automatic,All Wheel Drive,275 miles,Car is not damaged,Installed,Left,Yes,Gray,R17,Halogen Headlights,Gray,Textile,No,Air conditioner,"$15,000"
Tesla,Model S,Liftback,2022,Electric,Automatic,All Wheel Drive,900 km,Car is not damaged,Left,,Left,Blue,R20,LED Headlights,White,White,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$76,000"
VAZ (Lada),Niva,SUV / Crossover,2023,Gasoline,1.7 L,Manual,All Wheel Drive,2700 km,Car is not damaged,,Left,Yes,Black,R16,Halogen Headlights,Black,Textile,No,Air conditioner,"$12,500"
Mercedes-Benz,GLE Coupe,SUV / Crossover,2021,Gasoline,3.0 L,Automatic,All Wheel Drive,"17,000 km",Car is not damaged,,Left,Yes,Gray,R20,LED Headlights,Black,Alcantara,No,"Air conditioner, heated seats, cruise control, tinted windows","$115,000"
Ford,Fusion (North America),Sedan,2017,Gasoline,2.5 L,Automatic,Front Wheel Drive,"91,000 miles",Car is not damaged,,Left,Yes,Maroon,R18,Хenon Headlights,Black,Leather,No,,"$14,700"
Hyundai,Kona,SUV / Crossover,2019,Gasoline,2.0 L,Automatic,All Wheel Drive,"33,000 miles",Car is not damaged,,Left,Yes,Black,R16,Halogen Headlights,Black,Textile,No,"Air conditioner, tinted windows","$20,900"
Lexus,GX,SUV / Crossover,2004,Gasoline,4.7 L,Automatic,All Wheel Drive,"115,000 miles",Car is not damaged,Installed,Left,Yes,White,R17,Хenon Headlights,Gray,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$20,500"
Nissan,Murano,SUV / Crossover,2021,Gasoline,3.5 L,Automatic,All Wheel Drive,"44,000 miles",Car is damaged,,Left,Yes,Black,R18,LED Headlights,Black,Velour,No,,"$17,000"
Opel,Vectra,Sedan,1997,Gasoline,1.8 L,Manual,Front Wheel Drive,"30,000 km",Car is not damaged,Installed,Left,Yes,Green,R15,Хenon Headlights,Gray,Velour,Regular Sunroof,,"$3,000"
Kia,Forte,Sedan,2017,Gasoline,1.6 L,Automatic,Front Wheel Drive,"15,000 km",Car is not damaged,,Left,Yes,Silver,R15,Хenon Headlights,Gray,Textile,No,"Air conditioner, heated seats, cruise control","$13,500"
Mitsubishi,Outlander,SUV / Crossover,2017,Gasoline,2.4 L,Automatic,All Wheel Drive,"97,000 miles",Car is not damaged,,Right,Yes,White,R17,Хenon Headlights,Black,Textile,No,,"$17,000"
Toyota,Land Cruiser Prado,SUV / Crossover,2006,Gasoline,2.7 L,Automatic,All Wheel Drive,"220,000 km",Car is not damaged,Installed,Left,Yes,Black,R19,LED Headlights,Gray,Leather,No,"Cruise control, tinted windows","$17,500"
Kia,Sorento,SUV / Crossover,2008,Gasoline,3.3 L,Automatic,All Wheel Drive,"105,000 km",Installed,,Left,Yes,Gray,R16,LED Headlights,Gray,Textile,No,"Air conditioner, heated steering wheel, ventilated seats, cruise control, tinted windows","4,500,000 ֏"
Opel,Astra,Hatchback,1998,Gasoline,1.6 L,Manual,Front Wheel Drive,"200,000 km",Car is not damaged,Installed,Left,Yes,Gray,R15,Хenon Headlights,Black,Textile,No,Air conditioner,"$3,950"
BMW,3 Series,Coupe,2005,Gasoline,1.8 L,Automatic,Rear Wheel Drive,"81,000 km",Car is not damaged,Installed,Left,Yes,White,R17,Хenon Headlights,Black,Textile,No,"Air conditioner, cruise control, tinted windows","$6,600"
Toyota,RAV4,SUV / Crossover,2017,Gasoline,2.5 L,Automatic,All Wheel Drive,"83,000 miles",Car is damaged,,Left,Yes,White,R17,LED Headlights,Gray,Textile,Regular Sunroof,Air conditioner,"$23,500"
Ford,Transit,Van,2008,Diesel,2.4 L,Manual,Rear Wheel Drive,"300,000 km",Car is not damaged,,Left,Yes,White,R16,Halogen Headlights,Black,Textile,No,,"$6,900"
UAZ (УАЗ),452,Van,1983,Gasoline,2.4 L,Manual,All Wheel Drive,"200,000 km",Car is not damaged,Installed,Left,Yes,Blue,R15,LED Headlights,Other,Other,No,,"850,000 ֏"
Mercedes-Benz,Sprinter,Van,2001,Diesel,2.2 L,Manual,Rear Wheel Drive,"360,000 km",Car is not damaged,,Left,Yes,Yellow,R15,Halogen Headlights,Gray,Textile,No,Air conditioner,"$8,300"
Hyundai,Sonata,Sedan,2016,Gasoline,2.4 L,Automatic,Front Wheel Drive,"79,000 miles",Car is not damaged,,Left,Yes,White,R17,Хenon Headlights,Beige,Textile,No,"Air conditioner, cruise control","$12,800"
Jeep,Compass,SUV / Crossover,2016,Gasoline,2.4 L,Automatic,All Wheel Drive,"130,000 km",Car is not damaged,,Left,Yes,Blue,R17,Halogen Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, ventilated seats, cruise control, tinted windows","$16,000"
GAZ (ГАЗ),69,SUV / Crossover,1969,Gasoline,2.1 L,Manual,All Wheel Drive,"100,000 km",Car is not damaged,Installed,Left,Yes,Red,R16,Halogen Headlights,Red,Leather,No,,"$5,800"
BMW,5 Series,Sedan,2006,Gasoline,2.5 L,Automatic,Rear Wheel Drive,"199,000 km",Car is not damaged,,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel","$9,900"
Mercedes-Benz,G-Class,SUV / Crossover,2006,Gasoline,5.0 L,Automatic,All Wheel Drive,"216,000 km",Car is not damaged,Installed,Left,Yes,Black,R20,Хenon Headlights,Black,Leather,Regular Sunroof,,"$38,300"
Chevrolet,Volt,Hatchback,2016,Hybrid,1.5 L,Automatic,Front Wheel Drive,"76,000 miles",Car is not damaged,,Left,Yes,Silver,R17,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$15,700"
Nissan,Altima,Sedan,2017,Gasoline,2.5 L,Automatic,Front Wheel Drive,"136,000 km",Car is not damaged,,Left,Yes,Black,R17,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$15,100"
VAZ (Lada),2107,Sedan,2012,Gasoline,1.7 L,Manual,Rear Wheel Drive,"92,500 km",Car is not damaged,,Left,Yes,White,R13,LED Headlights,Black,Other,No,Tinted windows,"$3,800"
Toyota,Camry,Sedan,2006,Gasoline,3.5 L,Automatic,Front Wheel Drive,"180,000 miles",Car is not damaged,Installed,Left,Yes,Silver,R17,LED Headlights,Gray,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$7,400"
Mercedes-Benz,W124,Sedan,1994,Gasoline,2.8 L,Automatic,Rear Wheel Drive,"321,000 km",Car is damaged,Installed,Left,Yes,Gray,R16,Halogen Headlights,Black,Textile,No,Air conditioner,"$2,850"
Mercedes-Benz,GLE-Class,SUV / Crossover,2016,Gasoline,3.5 L,Automatic,All Wheel Drive,"81,151 km",Car is not damaged,,Left,Yes,White,R20,Halogen Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, ventilated seats, cruise control, tinted windows","$30,500"
VAZ (Lada),2115,Sedan,2003,Gasoline,1.6 L,Manual,Front Wheel Drive,"136,000 km",Car is not damaged,Installed,Left,Yes,Silver,R14,Хenon Headlights,Other,Textile,No,Tinted windows,"650,000 ֏"
Lexus,RX,SUV / Crossover,2021,Gasoline,3.5 L,Automatic,All Wheel Drive,"73,000 km",Car is not damaged,,Left,Yes,Black,R18,Хenon Headlights,Gray,Leather,No,"Air conditioner, heated seats, cruise control, tinted windows","$49,990"
Kia,Optima,Sedan,2019,Gasoline,2.4 L,Automatic,Front Wheel Drive,"40,000 miles",Car is not damaged,,Left,Yes,Black,R16,LED Headlights,Black,Textile,Panoramic Sunroof,"Air conditioner, cruise control, tinted windows","$17,000"
Nissan,Rogue,SUV / Crossover,2020,Gasoline,2.5 L,Automatic,All Wheel Drive,"100,000 miles",Car is damaged,,Left,Yes,Black,R17,Halogen Headlights,Black,Textile,No,"Air conditioner, heated seats, cruise control, tinted windows","$18,000"
Mazda,3,Sedan,2019,Gasoline,2.5 L,Automatic,Front Wheel Drive,"41,000 km",Car is not damaged,,Left,Yes,Blue,R18,LED Headlights,Black,Leather,No,,"$17,300"
Kia,Forte,Sedan,2020,Gasoline,2.0 L,Automatic,Front Wheel Drive,"33,000 miles",Car is damaged,,Left,No,Black,R17,LED Headlights,Black,Other,No,"Air conditioner, cruise control","$16,000"
Mercedes-Benz,C-Class,Coupe,2019,Gasoline,2.0 L,Automatic,Rear Wheel Drive,"33,000 miles",Car is not damaged,,Left,Yes,Blue,R18,LED Headlights,Beige,Textile,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$43,000"
Mercedes-Benz,C-Class,Sedan,1995,Gasoline,1.8 L,Manual,Rear Wheel Drive,"207,549 km",Car is not damaged,Installed,Left,Yes,White,R15,Halogen Headlights,Black,Textile,No,Tinted windows,"1,300,000 ֏"
Mazda,CX-30,SUV / Crossover,2020,Gasoline,2.5 L,Automatic,Front Wheel Drive,"50,000 km",Car is not damaged,,Left,Yes,White,R17,LED Headlights,Black,Textile,No,"Air conditioner, cruise control, tinted windows","$25,000"
Ford,Fusion (North America),Sedan,2018,Gasoline,2.5 L,Automatic,Front Wheel Drive,"31,000 km",Car is not damaged,,Left,Yes,Blue,R17,LED Headlights,Black,Textile,No,,"$14,350"
Opel,Astra,Sedan,1999,Gasoline,1.8 L,Manual,Front Wheel Drive,"320,000 km",Car is not damaged,Installed,Left,Yes,Silver,R15,LED Headlights,Black,Textile,Regular Sunroof,,"$3,800"
Land Rover,Discovery Sport,SUV / Crossover,2017,Gasoline,2.0 L,Automatic,All Wheel Drive,"104,000 km",Car is not damaged,,Left,Yes,Green,R18,LED Headlights,White,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows",
UAZ (УАЗ),Hunter,SUV / Crossover,2003,Gasoline,2.9 L,Manual,All Wheel Drive,"12,000 km",Car is not damaged,Installed,Left,Yes,Gray,R19,Halogen Headlights,Black,Other,No,Air conditioner,"2,000,000 ֏"
BMW,X5,SUV / Crossover,2008,Gasoline,3.0 L,Automatic,All Wheel Drive,"225,000 km",Car is damaged,Installed,Left,Yes,Black,R20,Хenon Headlights,Black,Leather,Panoramic Sunroof,,
Mercedes-Benz,C-Class,Sedan,1996,Gasoline,2.2 L,Automatic,Rear Wheel Drive,"345,600 km",Car is not damaged,Installed,Left,Yes,Blue,R15,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, ventilated seats, tinted windows","$4,800"
VAZ (Lada),2121 Niva,SUV / Crossover,2018,Gasoline,1.7 L,Manual,All Wheel Drive,"63,000 km",Car is not damaged,,Left,No,White,R16,LED Headlights,Other,Other,No,"Air conditioner, heated seats","$9,100"
Hyundai,Tucson,SUV / Crossover,2020,Gasoline,2.0 L,Automatic,Front Wheel Drive,"40,000 km",Car is damaged,,Left,Yes,Black,R18,Хenon Headlights,Black,Textile,No,,"$17,500"
Toyota,Alphard,Minivan,2003,Gasoline,2.4 L,Automatic,Front Wheel Drive,"250,000 km",Car is not damaged,Installed,Left,Yes,White,R18,Хenon Headlights,Black,Textile,No,Air conditioner,"$12,000"
VAZ (Lada),21099,Sedan,2003,Gasoline,1.5 L,Manual,Front Wheel Drive,"210,000 km",Car is not damaged,Installed,Left,Yes,Black,R14,Halogen Headlights,Black,Other,No,Tinted windows,"$2,800"
Porsche,Cayenne,SUV / Crossover,2004,Gasoline,4.5 L,Automatic,All Wheel Drive,"230,000 km",Car is not damaged,Installed,Left,Yes,White,R20,Хenon Headlights,Other,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$11,000"
Nissan,Fuga,Sedan,2006,Gasoline,3.5 L,Automatic,Rear Wheel Drive,"136,000 km",Car is not damaged,,Left,Yes,Black,R17,Хenon Headlights,Beige,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$8,000"
BMW,X6,SUV / Crossover,2010,Gasoline,4.4 L,Automatic,All Wheel Drive,"100,500 km",Car is not damaged,,Right,Yes,White,R20,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$18,000"
Lexus,GX,SUV / Crossover,2014,Gasoline,4.6 L,Automatic,All Wheel Drive,"132,000 miles",Car is not damaged,,Left,Yes,Gray,R18,LED Headlights,Black,Leather,Regular Sunroof,,"$47,000"
Volvo,S60,Sedan,2001,Gasoline,2.4 L,Automatic,Front Wheel Drive,"150,000 km",Car is not damaged,,Left,Yes,White,R17,Halogen Headlights,Beige,Leather,Regular Sunroof,,"$1,900"
Chevrolet,Volt,Hatchback,2013,Hybrid,1.4 L,Automatic,Front Wheel Drive,"150,000 km",Car is not damaged,,Left,Yes,Gray,R17,Halogen Headlights,Black,Textile,No,,"$9,800"
Nissan,Rogue,SUV / Crossover,2017,Gasoline,2.5 L,Automatic,All Wheel Drive,"68,000 miles",Car is not damaged,Installed,Left,Yes,Gray,R18,Хenon Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$20,000"
Nissan,Teana,Sedan,2005,Gasoline,2.3 L,Automatic,Front Wheel Drive,"190,000 km",Car is not damaged,Installed,Right,Yes,Silver,R17,Хenon Headlights,Beige,Leather,No,"Air conditioner, heated seats, tinted windows","3,000,000 ֏"
Honda,Civic,Sedan,2007,Gasoline,1.8 L,Automatic,Front Wheel Drive,"194,000 km",Car is not damaged,Installed,Left,Yes,White,R15,Halogen Headlights,Beige,Textile,No,,"$8,000"
VAZ (Lada),2121 Niva,SUV / Crossover,2016,Gasoline,1.9 L,Manual,All Wheel Drive,"60,000 km",Car is not damaged,Installed,Left,Yes,White,R17,LED Headlights,White,Other,No,,"$9,500"
Nissan,Rogue,SUV / Crossover,2018,Gasoline,2.5 L,Automatic,All Wheel Drive,"71,000 km",Car is not damaged,,Left,Yes,Black,R17,Halogen Headlights,Black,Textile,No,"Air conditioner, heated seats, ventilated seats, cruise control, tinted windows","$18,000"
VAZ (Lada),2115,Sedan,2005,Gasoline,1.5 L,Manual,Front Wheel Drive,"350,000 km",Car is not damaged,Installed,Left,Yes,Silver,R13,Halogen Headlights,Gray,Other,No,,"$2,700"
Hyundai,Elantra,Sedan,2018,Gasoline,2.0 L,Automatic,Front Wheel Drive,"57,000 miles",Car is not damaged,,Left,Yes,Silver,R16,Halogen Headlights,Beige,Textile,No,"Air conditioner, cruise control, tinted windows","$13,500"
VAZ (Lada),2110,Sedan,2006,Gasoline,1.6 L,Manual,Front Wheel Drive,"310,000 km",Car is not damaged,Installed,Left,Yes,Gray,R14,Halogen Headlights,Gray,Textile,No,Tinted windows,"$2,100"
Toyota,Camry,Sedan,2020,Gasoline,2.5 L,Automatic,Front Wheel Drive,"18,000 miles",Car is not damaged,,Left,Yes,Black,R18,LED Headlights,Black,Leather,No,,"$27,000"
Lexus,GS,Sedan,2015,Gasoline,3.5 L,Automatic,All Wheel Drive,"49,000 miles",Car is not damaged,,Left,Yes,Black,R19,Хenon Headlights,Red,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$28,000"
Nissan,Sentra,Sedan,2018,Gasoline,1.8 L,Automatic,Front Wheel Drive,"92,000 km",Car is not damaged,Installed,Left,Yes,Black,R16,Halogen Headlights,Black,Other,Regular Sunroof,,"$12,900"
Opel,Astra,Hatchback,1997,Gasoline,1.6 L,Manual,Front Wheel Drive,"328,000 km",Car is not damaged,Installed,Left,Yes,Maroon,R14,Хenon Headlights,Black,Textile,No,Air conditioner,"$3,000"
BMW,6 Series,Coupe,2014,Gasoline,4.4 L,Automatic,Rear Wheel Drive,"90,000 km",Car is not damaged,,Left,Yes,Blue,R20,LED Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$32,000"
Kia,Forte,Sedan,2018,Gasoline,2.0 L,Automatic,Front Wheel Drive,"51,000 miles",Car is not damaged,,Left,Yes,Red,R17,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, ventilated seats, cruise control, tinted windows","$17,500"
VAZ (Lada),2121 Niva,SUV / Crossover,2012,Gasoline,1.7 L,Manual,All Wheel Drive,"92,000 km",Car is not damaged,Installed,Left,Yes,White,R18,LED Headlights,Black,Velour,No,"Heated seats, tinted windows","$7,600"
Infiniti,FX35,SUV / Crossover,2007,Gasoline,3.5 L,Automatic,All Wheel Drive,"193,000 km",Car is damaged,Installed,Left,Yes,Black,R20,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$10,800"
Opel,Astra,Hatchback,1999,Gasoline,1.6 L,Manual,Front Wheel Drive,"321,663 km",Car is not damaged,Installed,Left,Yes,Blue,R15,LED Headlights,Black,Textile,No,"Air conditioner, tinted windows","$3,700"
Renault,Master,Van,2000,Diesel,2.8 L,Manual,Front Wheel Drive,"150,000 km",Car is not damaged,,Left,Yes,White,R16,Halogen Headlights,Brown,Textile,No,"Air conditioner, cruise control","$7,400"
Volkswagen,Jetta,Sedan,2019,Gasoline,1.4 L,Automatic,Front Wheel Drive,"25,000 miles",Car is damaged,,Left,Yes,Gray,R16,LED Headlights,Black,Textile,No,"Air conditioner, cruise control","$17,000"
Toyota,Land Cruiser,SUV / Crossover,2013,Gasoline,4.0 L,Automatic,All Wheel Drive,"200,000 km",Car is not damaged,Installed,Left,Yes,White,R18,Хenon Headlights,Black,Leatherette,Regular Sunroof,"Air conditioner, cruise control, tinted windows","$43,000"
Nissan,Sentra,Sedan,2021,Gasoline,2.0 L,Automatic,Front Wheel Drive,"39,000 km",Car is not damaged,,Left,Yes,Black,R16,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$15,000"
